V0	Vf	V_sent	D	dt	triple_id
6.486728	5.514751	5.500000	925.600098	0.153015	376.000000
6.965389	5.512550	5.500000	1165.666667	0.170999	377.000000
0.000212	5.971328	6.000000	2760.297662	0.956398	378.000000
0.462798	5.976184	6.000000	2791.457067	0.825661	379.000000
0.991951	5.979996	6.000000	2803.214719	0.774671	380.000000
1.490774	5.969197	6.000000	2740.666988	0.727667	381.000000
1.964778	5.970864	6.000000	2702.910157	0.673646	382.000000
2.492494	5.974228	6.000000	2633.313640	0.616997	383.000000
2.986164	5.968640	6.000000	2483.370219	0.562668	384.000000
3.490898	5.962372	6.000000	2323.646119	0.497667	385.000000
3.978398	5.980862	6.000000	2192.894736	0.437327	386.000000
4.487028	5.961162	6.000000	1843.170207	0.354331	387.000000
4.962128	5.969044	6.000000	1484.615234	0.282338	388.000000
5.474902	5.958321	6.000000	1044.730713	0.183000	389.000000
6.472958	6.007841	6.000000	824.526530	0.127999	390.000000
6.984918	6.005774	6.000000	1030.022299	0.152326	391.000000
0.002770	6.468842	6.500000	3425.791819	0.962996	392.000000
0.491829	6.480918	6.500000	3522.144859	0.927599	393.000000
0.988483	6.473170	6.500000	3506.905224	0.887327	394.000000
1.465007	6.462492	6.500000	3422.363797	0.827662	395.000000
1.982432	6.468392	6.500000	3389.708823	0.776330	396.000000
2.488495	6.474894	6.500000	3336.297729	0.734337	397.000000
2.991394	6.476513	6.500000	3231.213135	0.670329	398.000000
3.491792	6.477185	6.500000	3279.642293	0.598996	399.000000
3.985561	6.484633	6.500000	2996.104535	0.613984	400.000000
4.444069	6.466998	6.500000	2538.227011	0.464005	401.000000
4.962221	6.468962	6.500000	2204.242474	0.385664	402.000000
5.449468	6.472252	6.500000	1769.269777	0.301664	403.000000
5.986513	6.463747	6.500000	1323.118817	0.197658	404.000000
6.923423	6.526554	6.500000	891.826335	0.129668	405.000000
0.000475	6.966155	7.000000	4288.517361	1.099673	406.000000
0.489282	6.955006	7.000000	4266.738572	1.044663	407.000000
0.988689	6.975855	7.000000	4336.739641	1.010668	408.000000
1.452541	6.964870	7.000000	4324.287721	0.955664	409.000000
1.947728	6.961715	7.000000	4226.045944	0.903408	410.000000
2.492601	6.966715	7.000000	4141.184359	0.850663	411.000000
2.991561	6.962856	7.000000	4004.751974	0.789502	412.000000
3.483800	6.968245	7.000000	3854.274394	0.742667	413.000000
3.982658	6.972906	7.000000	3697.773888	0.668665	414.000000
4.467219	6.974650	7.000000	3401.201786	0.598334	415.000000
4.969358	6.980440	7.000000	3065.655518	0.507941	416.000000
5.469873	6.976987	7.000000	2654.647705	0.423666	417.000000
5.980219	6.971405	7.000000	2114.383872	0.330336	418.000000
6.479792	6.967269	7.000000	1467.619955	0.210663	419.000000
